address,price,list_fee,sold_date,sqm,rooms,elevator,patio,new_production,balcony,gardet,kungsholmen,norrmalm,ostermalm,sodermalm,vasastan,latitude,longitude,distance_to_central_station
Fatburs kvarngata 27,9550000,7331.0,2022-10-25,127.0,5.0,1,0,0,1,0,0,0,0,1,0,59.3136053,18.0617708,2.6 km
Gyllenborgsgatan 13,2650000,1467.0,2022-10-25,26.0,1.0,0,0,0,0,0,1,0,0,0,0,59.3329719,18.0154131,2.9 km
Hantverkargatan 50,4800000,1800.0,2022-10-25,46.0,3.0,1,0,0,0,0,1,0,0,0,0,59.32990960000001,18.037284,1.6 km
Sonja Kovalevskys Gata 3,3600000,1750.0,2022-10-25,35.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3469013,18.034698,2.5 km
Kungsklippan 12,3850000,3869.0,2022-10-24,50.0,2.0,1,0,0,0,0,1,0,0,0,0,59.33019580000001,18.0484427,0.8 km
Kommendörsgatan 33A,3100000,1501.0,2022-10-24,28.0,1.0,1,0,0,0,0,0,0,1,0,0,59.3374302,18.0862975,2.1 km
Samaritgränd 1,4400000,2401.0,2022-10-24,51.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3164293,18.0556302,2.6 km
Lidnersplan 10,2850000,1880.0,2022-10-24,32.0,2.0,1,0,0,1,0,1,0,0,0,0,59.336053,17.9982388,4.1 km
Frejgatan 54A,4650000,1600.0,2022-10-24,36.0,2.0,0,0,0,1,0,0,0,0,0,1,59.34389659999999,18.0424575,1.8 km
Erstagatan 16,5000000,2830.0,2022-10-24,46.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3152092,18.0898011,3.1 km
Lidnersgatan 12A,2700000,2527.0,2022-10-24,33.0,1.0,1,0,0,0,0,1,0,0,0,0,59.3355116,17.9995342,4.0 km
Roslagsgatan 42B,8900000,4245.0,2022-10-24,78.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3489632,18.0576557,2.4 km
Kungsholmsgatan 18,8300000,3727.0,2022-10-24,84.0,3.0,1,0,0,0,0,1,0,0,0,0,59.3314438,18.0457662,1.0 km
Fleminggatan 101,5500000,2526.0,2022-10-24,54.0,2.0,1,0,0,0,0,1,0,0,0,0,59.33479959999999,18.0291769,1.9 km
Roslagsgatan 42A,5700000,2993.0,2022-10-24,58.0,3.0,1,0,0,1,0,0,0,0,0,1,59.34884880000001,18.0578239,2.4 km
Bondegatan 6,5100000,2723.0,2022-10-24,47.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3124029,18.0762968,2.7 km
Folkungagatan 65,2900000,1777.0,2022-10-24,32.0,1.0,1,0,0,0,0,0,0,0,1,0,59.3148917,18.0774145,2.6 km
Fridhemsgatan 64,5700000,3885.0,2022-10-24,59.8,2.0,1,0,0,1,0,1,0,0,0,0,59.3362066,18.0321018,2.0 km
Marmorgatan 4,5860000,3461.0,2022-10-24,74.0,4.5,1,1,0,0,0,0,0,0,1,0,59.31092559999999,18.0525129,3.4 km
Lokstallsgatan 6,7900000,2720.0,2022-10-24,71.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3376999,18.0395683,1.4 km
Wennerbergsgatan 6A,3700000,2360.0,2022-10-24,47.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3276333,18.012933,3.3 km
Birkagatan 16C,4600000,2264.0,2022-10-24,46.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3402652,18.0359186,1.7 km
Birger Jarlsgatan 99 C,7200000,1654.0,2022-10-24,73.0,3.0,0,0,0,1,0,0,0,0,0,1,59.34732270000001,18.0600785,2.2 km
Heleneborgsgatan 12B,2600000,1035.0,2022-10-24,27.0,1.0,0,0,0,0,0,0,0,0,1,0,59.3198325,18.040323,3.0 km
Sturegatan 44 B,6300000,1833.0,2022-10-24,50.0,2.0,1,0,0,1,0,0,0,1,0,0,59.34117910000001,18.0771179,1.8 km
Kungsbro Strand 21,2265000,2192.0,2022-10-24,24.0,1.0,1,0,0,1,0,1,0,0,0,0,59.3307648,18.050355,0.8 km
Rålambsvägen 29,4000000,2922.0,2022-10-23,51.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3283352,18.0111831,3.3 km
Jungfrugatan 43B,7535000,2439.0,2022-10-23,63.0,2.0,0,0,0,0,0,0,0,1,0,0,59.3412489,18.0853165,2.3 km
Tideliusgränd 9,4550000,2915.0,2022-10-23,48.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3110924,18.0650281,2.8 km
Sven Rinmans Gata 4,3100000,1770.0,2022-10-23,24.0,1.0,1,0,0,1,0,1,0,0,0,0,59.3289344,18.030464,2.2 km
Ingemarsgatan 2,5900000,2784.0,2022-10-23,63.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3496417,18.0581713,2.6 km
Folkskolegatan 12,4560000,3194.0,2022-10-23,43.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3171243,18.0298918,3.8 km
Skeppargatan 56,38000000,8015.0,2022-10-23,202.0,6.0,1,0,0,1,0,0,0,1,0,0,59.33759389999999,18.0859532,2.1 km
Birger Jarlsgatan 104C,4365000,3556.0,2022-10-22,48.5,2.0,0,0,0,0,0,0,0,1,0,0,59.3477314,18.0621753,2.4 km
Idungatan 14,8800000,2902.0,2022-10-22,80.0,3.0,1,0,0,1,0,0,0,0,0,1,59.34779679999999,18.0456453,2.1 km
Åsögatan 100,10000000,3829.0,2022-10-22,105.0,4.0,1,0,0,1,0,0,0,0,1,0,59.31236730000001,18.0712671,2.6 km
Bondegatan 24,3950000,2056.0,2022-10-22,43.0,1.5,1,0,0,1,0,0,0,0,1,0,59.312859,18.0796136,2.9 km
Ynglingagatan 15,2870000,1493.0,2022-10-22,32.0,1.0,1,0,0,0,0,0,0,0,0,1,59.3487652,18.0470603,2.2 km
Anders Reimers väg 13,3750000,2935.0,2022-10-22,41.0,2.0,1,0,0,0,0,0,0,0,1,0,59.31951480000001,18.0228172,4.2 km
Bondegatan 63,3100000,2228.0,2022-10-21,34.5,2.0,1,0,0,0,0,0,0,0,1,0,59.31362110000001,18.0919586,3.4 km
Frejgatan 51,4900000,2125.0,2022-10-21,46.0,2.0,1,0,0,1,0,0,0,0,0,1,59.34610259999999,18.052539,2.0 km
Vanadisvägen 5,6400000,4404.0,2022-10-21,78.0,2.5,1,0,0,0,0,0,0,0,0,1,59.3475312,18.050813,2.2 km
Falugatan 19,2475000,1374.0,2022-10-21,22.0,1.0,0,0,0,0,0,0,0,0,0,1,59.34454919999999,18.0358796,2.2 km
Kungsklippan 11,2600000,2685.0,2022-10-21,31.0,1.0,1,0,0,0,0,1,0,0,0,0,59.3305208,18.0469889,0.9 km
Karlbergsvägen 80 A,3225000,1487.0,2022-10-21,29.0,1.0,1,0,0,1,0,0,0,0,0,1,59.3431991,18.0291222,2.4 km
Ringvägen 151A,4150000,2347.0,2022-10-21,44.0,2.0,1,0,0,0,0,0,0,0,1,0,59.30939960000001,18.0835845,3.4 km
Sankt Eriksgatan 92,2950000,1203.0,2022-10-21,26.0,1.0,1,0,0,0,0,0,0,0,0,1,59.34173370000001,18.0384976,1.8 km
Blekingegatan 31B,2800000,1550.0,2022-10-21,30.0,1.0,1,0,0,0,0,0,0,0,1,0,59.310274,18.0720585,2.9 km
Floragatan 5,14500000,3806.0,2022-10-21,117.1,5.0,1,0,0,1,0,0,0,1,0,0,59.3418654,18.0745131,1.8 km
Västmannagatan 46,6100000,246.0,2022-10-21,64.0,3.0,1,0,0,0,0,0,0,0,0,1,59.3407552,18.0488299,1.2 km
Oxenstiernsgatan 37,5400000,2698.0,2022-10-21,61.0,2.0,1,0,0,0,0,0,0,1,0,0,59.33741020000001,18.1021461,3.1 km
Upplandsgatan 60,7325000,2381.0,2022-10-21,69.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3441665,18.0473471,1.6 km
Ringvägen 86,3510000,1780.0,2022-10-21,38.0,1.5,1,0,0,1,0,0,0,0,1,0,59.30731249999999,18.0701125,3.4 km
Karlavägen 18,6400000,2248.0,2022-10-21,54.0,2.0,1,0,0,0,0,0,0,1,0,0,59.34285879999999,18.0675489,1.7 km
Gjutargatan 12,5750000,3584.0,2022-10-21,70.0,2.5,1,0,0,0,0,1,0,0,0,0,59.3373951,18.0272296,2.3 km
Tobaksspinnargatan 1,5700000,3034.0,2022-10-21,61.0,2.0,1,0,0,0,0,0,0,0,1,0,59.31809209999999,18.0309366,3.7 km
Skånegatan 74,3200000,2993.0,2022-10-21,33.0,1.0,1,0,0,1,0,0,0,0,1,0,59.3120115,18.0785752,2.9 km
Jarlaplan 4,3020000,780.0,2022-10-21,20.0,1.0,1,0,0,0,0,0,0,1,0,0,59.3443791,18.0622806,1.9 km
Hälsingegatan 51 (35 + 17 kvm),4900000,2175.0,2022-10-21,52.0,1.5,1,0,0,1,0,0,0,0,0,1,59.34776489999999,18.0371689,2.4 km
Möregatan 4,6375000,4582.0,2022-10-21,68.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3120485,18.069669,2.7 km
Katarina Bangata 59A,3700000,2068.0,2022-10-21,40.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3097561,18.0874573,3.5 km
Tomtebogatan 40,5325000,2538.0,2022-10-21,57.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3422545,18.0283904,2.3 km
Västmannagatan 49A,6750000,3056.0,2022-10-21,65.0,2.0,0,0,0,0,0,0,0,0,0,1,59.3410216,18.0476621,1.3 km
Tegnérgatan 11,4800000,2165.0,2022-10-21,49.0,2.0,0,1,0,0,0,0,0,0,0,1,59.3403268,18.0632845,1.4 km
Ola Hanssonsgatan 3,2550000,1709.0,2022-10-21,28.0,1.0,0,0,0,0,0,1,0,0,0,0,59.3337118,18.000226,3.7 km
Lützengatan 8,14050000,4370.0,2022-10-21,110.0,3.0,1,0,0,1,0,0,0,1,0,0,59.3380488,18.092341,2.5 km
Surbrunnsgatan 2,6950000,3033.0,2022-10-21,66.0,3.0,1,0,0,0,0,0,0,1,0,0,59.3473832,18.0648117,2.3 km
Eriksdalsgatan 24,3500000,2177.0,2022-10-20,36.5,2.0,0,0,0,1,0,0,0,0,1,0,59.30651359999999,18.0658478,3.4 km
Birger Jarlsgatan 104K,2650000,1524.0,2022-10-20,21.0,1.0,0,0,0,0,0,0,0,1,0,0,59.347613,18.0628394,2.4 km
Igeldammsgatan 14,3400000,2001.0,2022-10-20,34.0,1.0,1,0,0,0,0,1,0,0,0,0,59.3364165,18.025412,2.2 km
Klippgatan 14c,4995000,2628.0,2022-10-20,57.5,3.0,1,0,0,0,0,0,0,0,1,0,59.3143684,18.0881288,3.1 km
Bråvallagatan 7,4250000,2449.0,2022-10-20,56.0,2.0,1,1,0,0,0,0,0,0,0,1,59.3387932,18.0345041,1.8 km
Falugatan 16,2790000,1482.0,2022-10-20,25.0,1.0,0,0,0,0,0,0,0,0,0,1,59.3444534,18.0363886,2.2 km
Valhallavägen 152D,5450000,1914.0,2022-10-20,49.0,2.0,1,1,0,0,0,0,0,1,0,0,59.3394791,18.0929403,2.6 km
Karlbergsvägen 80A,3250000,1487.0,2022-10-20,29.0,1.0,1,0,0,0,0,0,0,0,0,1,59.3431991,18.0291222,2.4 km
Kungsklippan 12,3605000,3023.0,2022-10-20,36.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33019580000001,18.0484427,0.8 km
Blekholmsterrassen 9,8000000,5809.0,2022-10-20,71.0,2.0,1,1,0,1,0,0,1,0,0,0,59.33131160000001,18.0518265,0.7 km
Pontonjärgatan 20,4400000,2650.0,2022-10-20,45.0,2.0,1,0,0,0,0,1,0,0,0,0,59.32885599999999,18.0353059,1.8 km
Bergsunds strand 36,3320000,1997.0,2022-10-20,41.0,1.0,1,0,0,1,0,0,0,0,1,0,59.31529039999999,18.0320075,3.7 km
Östermalmsgatan 89,45000000,9843.0,2022-10-20,275.0,7.0,1,0,0,1,0,0,0,1,0,0,59.33989369999999,18.0880686,2.4 km
Riddargatan 45A,7200000,1487.0,2022-10-20,50.0,2.0,0,0,0,0,0,0,0,1,0,0,59.3327092,18.0882694,1.9 km
Kapellgränd 17A,9970000,3233.0,2022-10-20,81.0,4.0,0,0,0,0,0,0,0,0,1,0,59.3161898,18.0763016,2.4 km
Sågargatan 4,4725000,2477.0,2022-10-20,52.7,2.0,1,0,0,1,0,0,0,0,1,0,59.31511099999999,18.0912972,3.2 km
Hornsbergs strand 15E,3700000,3175.0,2022-10-20,63.5,2.0,1,0,0,0,0,1,0,0,0,0,59.34008319999999,18.0137376,3.1 km
Robert Almströmsgatan 12,4000000,2075.0,2022-10-20,36.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3392122,18.0338494,1.9 km
Ringvägen 153,3375000,1986.0,2022-10-20,33.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3094732,18.083821,3.4 km
Atlasmuren 16,7500000,3407.0,2022-10-20,73.0,2.5,1,0,0,1,0,0,0,0,0,1,59.33785,18.036598,1.6 km
Grubbens gata 1,11550000,4396.0,2022-10-20,106.0,4.0,1,0,0,0,0,1,0,0,0,0,59.3343415,18.0380322,1.5 km
Bohusgatan 27A,4995000,4467.0,2022-10-20,60.0,2.5,1,1,0,0,0,0,0,0,1,0,59.30730609999999,18.0807024,3.4 km
Ölandsgatan 44,3825000,2090.0,2022-10-20,35.0,1.0,1,0,0,1,0,0,0,0,1,0,59.3085513,18.0772041,3.1 km
Kungsklippan 20,2710000,2458.0,2022-10-20,28.0,1.0,1,0,0,1,0,1,0,0,0,0,59.3305034,18.0472632,0.9 km
Norra Stationsgatan 115,3750000,1732.0,2022-10-20,43.0,2.0,1,0,0,0,0,0,0,0,0,1,59.34389729999999,18.0286888,2.5 km
Tegnérgatan 29,5100000,1395.0,2022-10-20,36.0,2.0,1,0,0,0,0,0,1,0,0,0,59.3392554,18.059172,1.1 km
Ringvägen 138,3950000,2774.0,2022-10-20,52.0,2.0,1,0,0,0,0,0,0,0,1,0,59.30846039999999,18.0825023,3.5 km
Alströmergatan 49,4350000,3386.0,2022-10-20,47.0,2.0,0,0,0,0,0,1,0,0,0,0,59.33642329999999,18.0261881,2.2 km
Metargatan 13,3430000,1777.0,2022-10-20,33.0,1.0,0,0,0,0,0,0,0,0,1,0,59.30848779999999,18.0864083,3.6 km
Lindhagensgatan 59,6400000,3346.0,2022-10-19,72.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3328722,18.0172861,2.7 km
Långholmsgatan 3 A,3200000,1721.0,2022-10-19,34.0,1.0,0,0,0,0,0,0,0,0,1,0,59.3181879,18.0327699,3.6 km
Ringvägen 54,3900000,2457.0,2022-10-19,51.0,2.0,1,0,0,1,0,0,0,0,1,0,59.30901859999999,18.0619458,3.2 km
Olof palmes gata 12,3650000,1877.0,2022-10-19,39.0,1.5,1,0,0,1,0,0,1,0,0,0,59.3362911,18.061404,0.8 km
Warfvinges Väg 15,3795000,2287.0,2022-10-19,46.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33687450000001,18.0131396,3.1 km
Vikingagatan 14b,6400000,1790.0,2022-10-19,61.0,2.0,0,0,0,1,0,0,0,0,0,1,59.3406931,18.0335689,2.0 km
Rörstrandsgatan 56A,6750000,3572.0,2022-10-19,63.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3423988,18.0265401,2.4 km
Fleminggatan 45,3395000,1629.0,2022-10-19,39.0,2.0,1,0,0,0,0,1,0,0,0,0,59.33348429999999,18.0391106,1.3 km
Västmannagatan 24,4650000,1233.0,2022-10-19,42.0,2.0,1,0,0,0,0,0,0,0,0,1,59.33829229999999,18.051246,0.9 km
Rutger Fuchsgatan 1,8850000,4458.0,2022-10-19,101.0,4.0,1,0,0,1,0,0,0,0,1,0,59.3079087,18.0792206,3.3 km
Valhallavägen 174,3850000,2201.0,2022-10-19,40.0,2.0,1,0,0,1,0,0,0,1,0,0,59.33884889999999,18.0975203,2.9 km
Högbergsgatan 81C,4985000,3476.0,2022-10-19,58.0,2.0,0,0,0,0,0,0,0,0,1,0,59.3150609,18.0629906,2.4 km
Noe arksgränden 6,3910000,1773.0,2022-10-19,42.0,2.0,1,0,0,0,0,0,0,0,1,0,59.31565319999999,18.0717026,2.2 km
Södermannagatan 12,4100000,2249.0,2022-10-19,39.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3144382,18.0797623,2.7 km
Lilla Erstagatan 6,4035000,2197.0,2022-10-19,46.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3164711,18.0881214,2.9 km
Stagneliusvägen 23,3330000,2687.0,2022-10-19,38.5,2.0,1,0,0,1,0,1,0,0,0,0,59.3275164,18.0104162,3.4 km
Roslagsgatan 17,4850000,805.0,2022-10-19,44.0,2.0,1,0,0,0,0,0,0,0,0,1,59.34673369999999,18.0593185,2.2 km
Vanadisvägen 31A,11650000,4194.0,2022-10-19,92.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3455616,18.0429919,1.9 km
Sibyllegatan 57,7510000,2236.0,2022-10-19,55.0,2.0,0,0,0,1,0,0,0,1,0,0,59.3390145,18.0816628,1.9 km
Heleneborgsgatan 25B,7210000,3823.0,2022-10-19,69.0,3.0,0,0,0,0,0,0,0,0,1,0,59.3187235,18.0332425,3.5 km
Norrtullsgatan 13,4545000,1318.0,2022-10-19,43.5,2.0,1,0,0,1,0,0,0,0,0,1,59.3420718,18.0512647,1.4 km
Heleneborgsgatan 9C,2700000,1356.0,2022-10-19,23.0,1.0,0,0,0,0,0,0,0,0,1,0,59.3186864,18.0376721,3.2 km
Bergsgatan 51,3200000,885.0,2022-10-19,31.0,1.0,1,0,0,0,0,1,0,0,0,0,59.3306418,18.0371054,1.5 km
Bondegatan 63,5350000,2980.0,2022-10-19,61.0,3.0,1,0,0,1,0,0,0,0,1,0,59.31362110000001,18.0919586,3.4 km
Mariatorget 6A,6710000,2620.0,2022-10-19,60.0,2.0,0,0,0,1,0,0,0,0,1,0,59.31812550000001,18.0616993,2.2 km
Norr Mälarstrand 100,5000000,3494.0,2022-10-19,60.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33049930000001,18.02469,2.5 km
Tideliusgatan 69 5tr,7500000,3673.0,2022-10-19,80.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3094457,18.0650231,3.1 km
Frejgatan 15,6565000,2081.0,2022-10-19,65.0,2.0,0,0,0,0,0,0,0,1,0,0,59.3481961,18.0607968,2.4 km
Frödingsvägen 2,4600000,2518.0,2022-10-19,53.0,2.0,0,0,0,1,0,1,0,0,0,0,59.3312416,18.0031206,3.6 km
Frejgatan 12,11525000,2547.0,2022-10-19,93.0,4.0,1,0,0,1,0,0,0,0,0,1,59.34805659999999,18.0591747,2.3 km
Gotlandsgatan 37,3700000,2301.0,2022-10-19,39.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3099046,18.0765214,3.0 km
Vitalisvägen 6,3500000,2359.0,2022-10-19,45.5,2.0,0,0,0,0,0,1,0,0,0,0,59.33038939999999,18.0055252,3.5 km
Grindsgatan 52,6360000,3881.0,2022-10-19,81.5,3.0,1,0,0,1,0,0,0,0,1,0,59.3090529,18.0671263,3.0 km
Tideliusgatan 69,6750000,3673.0,2022-10-19,80.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3094457,18.0650231,3.1 km
Karlbergsvägen 23,4830000,1877.0,2022-10-19,42.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3425119,18.0422046,1.7 km
Wennerbergsgatan 6B,2750000,1506.0,2022-10-19,30.0,1.0,1,0,0,1,0,1,0,0,0,0,59.32761530000001,18.0122985,3.4 km
Jungfrugatan 41 A,7900000,2468.0,2022-10-19,64.0,3.0,0,0,0,0,0,0,0,1,0,0,59.34086809999999,18.0849891,2.2 km
Tomtebogatan 30B,9200000,2915.0,2022-10-19,74.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3420313,18.0301058,2.2 km
Vulcanusgatan 1,4725000,2066.0,2022-10-19,42.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3379509,18.0367437,1.6 km
Södermannagatan 52,8750000,2920.0,2022-10-19,70.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3096693,18.082058,3.2 km
Sankt Eriksgatan 4,4925000,3031.0,2022-10-19,51.0,3.0,0,1,0,0,0,1,0,0,0,0,59.32918429999999,18.0292233,2.2 km
Frödingsvägen 2,3620000,2043.0,2022-10-19,43.0,2.0,0,0,0,0,0,1,0,0,0,0,59.3312416,18.0031206,3.6 km
Roslagsgatan 19,12250000,3058.0,2022-10-19,110.0,4.0,1,0,0,1,0,0,0,0,0,1,59.3469015,18.0591212,2.2 km
Torsgatan 39,5000000,1829.0,2022-10-19,60.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3402581,18.0382472,1.6 km
Tantogatan 45,9570000,5263.0,2022-10-19,113.5,4.5,1,0,0,1,0,0,0,0,1,0,59.3105866,18.0481324,3.7 km
Danderydsgatan 25,11000000,5541.0,2022-10-18,103.0,4.0,1,1,0,0,0,0,0,1,0,0,59.3444988,18.0706312,2.0 km
Bjurholmsplan 27,3100000,2224.0,2022-10-18,33.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3096057,18.0815281,3.2 km
Helgalunden 17 (Gårdsläge),3250000,1889.0,2022-10-18,31.0,2.0,0,0,0,0,0,0,0,0,1,0,59.3097479,18.0717309,3.0 km
Lundagatan 50,3750000,1839.0,2022-10-18,35.0,2.0,0,0,0,1,0,0,0,0,1,0,59.3185004,18.0429254,3.1 km
Atlasgatan 7,7100000,2905.0,2022-10-18,68.2,3.0,1,0,0,0,0,0,0,0,0,1,59.3380979,18.0387587,1.5 km
Kocksgatan 40,3950000,2250.0,2022-10-18,39.0,1.0,1,0,0,1,0,0,0,0,1,0,59.3142721,18.0810117,2.8 km
Högalidsgatan 40B,6000000,2528.0,2022-10-18,60.0,2.0,1,0,0,0,0,0,0,0,1,0,59.31824750000001,18.0366625,3.3 km
Nybrogatan 59,19800000,9863.0,2022-10-18,209.0,7.0,0,0,0,1,0,0,0,1,0,0,59.3383683,18.0800491,1.7 km
Slipgatan 11,3225000,2566.0,2022-10-18,37.0,2.0,0,0,0,0,0,0,0,0,1,0,59.3170059,18.0280306,3.8 km
Rörstrandsgatan 35,5650000,1691.0,2022-10-18,61.0,2.5,1,0,0,0,0,0,0,0,0,1,59.34054709999999,18.0286824,2.2 km
Klippgatan 14C,6700000,3557.0,2022-10-18,64.0,3.0,0,0,0,1,0,0,0,0,1,0,59.3143684,18.0881288,3.1 km
Gästrikegatan 8,6800000,4158.0,2022-10-18,66.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3410905,18.0402333,1.7 km
Pontonjärgatan 32,4350000,1674.0,2022-10-18,40.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3297862,18.0291333,2.2 km
Tomtebogatan 49 A - gårdshus med hiss,9750000,4366.0,2022-10-18,84.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3419636,18.0272812,2.3 km
Nybrogatan 45B,10000000,3197.0,2022-10-18,95.0,3.0,1,0,0,1,0,0,0,1,0,0,59.3371557,18.0788757,1.5 km
Hantverkargatan 79B,3900000,923.0,2022-10-18,34.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3310199,18.0304182,2.0 km
Kungsholms strand 139,3400000,2043.0,2022-10-18,37.0,1.0,1,0,0,1,0,1,0,0,0,0,59.3372879,18.0309518,2.0 km
Lill-Jans Plan 3A,8800000,2684.0,2022-10-18,65.0,2.0,1,0,0,1,0,0,0,1,0,0,59.3446643,18.0724175,2.0 km
Kvarngatan 2,5300000,3281.0,2022-10-18,63.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3182075,18.0672485,1.8 km
Tre liljor 3,12100000,3635.0,2022-10-18,107.0,3.5,1,0,0,1,0,0,0,0,0,1,59.3472041,18.0457798,2.0 km
Bjurholmsplan 23,2727000,2015.0,2022-10-18,28.0,1.0,1,0,0,0,0,0,0,0,1,0,59.3098152,18.0810402,3.2 km
Alströmergatan 32 C,4000000,2470.0,2022-10-18,49.0,2.0,0,0,0,0,0,1,0,0,0,0,59.3370525,18.0261088,2.4 km
Folkskolegatan 4,4070000,1887.0,2022-10-18,36.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3180606,18.0292566,3.8 km
Robert Almströmsgatan 6,3000000,1249.0,2022-10-18,20.0,1.0,1,0,0,0,0,0,0,0,0,1,59.33878679999999,18.0337349,1.9 km
Renstiernas gata 48,3250000,1291.0,2022-10-18,36.0,1.5,1,0,0,0,0,0,0,0,1,0,59.31025409999999,18.0860713,3.3 km
Östermalmsgatan 61,2800000,1015.0,2022-10-18,26.0,1.0,1,0,0,0,0,0,0,1,0,0,59.34164059999999,18.0794095,1.9 km
Heleneborgsgatan 3,5900000,2142.0,2022-10-18,57.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3192367,18.0389296,3.1 km
Valfrid Palmgrens Gata 1,3320000,733.0,2022-10-18,25.0,1.0,1,0,0,1,0,0,0,0,0,1,59.3487319,18.0395122,2.5 km
Brahegatan 31,10750000,5904.0,2022-10-17,118.0,4.0,1,0,0,1,0,0,0,1,0,0,59.34090719999999,18.0783406,1.8 km
Rödabergsgatan 10,5800000,3180.0,2022-10-17,74.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3442976,18.034331,2.2 km
Igeldammsgatan 22D,4240000,3576.0,2022-10-17,49.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3378281,18.0248166,2.4 km
Kronobergsgatan 20,2750000,1426.0,2022-10-17,20.0,1.0,1,0,0,0,0,1,0,0,0,0,59.3354942,18.0354585,1.7 km
Storgatan 56A,3175000,1163.0,2022-10-17,25.0,1.0,0,0,0,0,0,0,0,1,0,0,59.3324311,18.0947522,2.4 km
Johannes Plan 1,11400000,4958.0,2022-10-17,129.0,4.0,1,1,0,0,0,0,0,0,0,1,59.3375893,18.0642342,1.0 km
Nina einhorns gata 8,6150000,3946.0,2022-10-17,69.0,3.0,1,0,0,0,0,0,0,0,0,1,59.34780159999999,18.035247,2.6 km
Krukmakargatan 38,3200000,3029.0,2022-10-17,37.0,2.0,0,0,0,0,0,0,0,0,1,0,59.31696849999999,18.0517827,2.7 km
Valhallavägen 22A,3400000,2025.0,2022-10-17,36.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3482578,18.0628926,2.5 km
Bellmansgatan 38,12800000,4676.0,2022-10-17,95.0,3.0,1,0,0,1,0,0,0,0,1,0,59.31692549999999,18.0661346,2.1 km
Rålambsvägen 69,3370000,2328.0,2022-10-17,37.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3311478,17.9986323,4.0 km
Emmy rappes gata 2,6700000,4431.0,2022-10-17,72.1,3.0,1,0,0,0,0,0,0,0,0,1,59.3483394,18.0336097,2.7 km
Västgötagränd 1A,4850000,4293.0,2022-10-17,61.5,2.0,1,0,0,0,0,0,0,0,1,0,59.3139755,18.0701224,2.4 km
Hallandsgatan 50A,3600000,2024.0,2022-10-17,34.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3109929,18.0718152,2.8 km
Brännkyrkagatan 92,3725000,2710.0,2022-10-16,36.0,1.5,1,0,0,1,0,0,0,0,1,0,59.3178995,18.0482767,2.7 km
Kungsholms strand 169,7100000,3697.0,2022-10-16,79.0,2.5,1,0,0,1,0,1,0,0,0,0,59.3383316,18.0245465,2.4 km
Rådmansgatan 46,3350000,2532.0,2022-10-16,35.0,2.0,0,0,0,0,0,0,1,0,0,0,59.3411408,18.0610417,1.4 km
Nordenflychtsvägen 69,7900000,4640.0,2022-10-16,107.0,4.0,1,0,0,1,0,1,0,0,0,0,59.3388231,18.0092696,3.4 km
Bondegatan 81,3000000,1606.0,2022-10-15,30.0,1.5,1,0,0,0,0,0,0,0,1,0,59.313591,18.0959419,3.6 km
