address,price,list_fee,sold_date,sqm,rooms,elevator,patio,new_production,balcony,gardet,kungsholmen,norrmalm,ostermalm,sodermalm,vasastan,latitude,longitude,distance_to_central_station
Idungatan 1B,4350000,2151.0,2022-12-28,44.0,2.0,1,0,0,0,0,0,0,0,0,1,59.34817340000001,18.04811,2.2 km
Tulegatan 3,9600000,951.0,2022-12-28,95.0,4.0,1,0,0,1,0,0,0,0,0,1,59.3410337,18.0629319,1.5 km
Torsgatan 27,8500000,3703.0,2022-12-28,83.0,3.0,1,0,0,0,0,0,0,0,0,1,59.3383075,18.039857,1.4 km
Bjurholmsplan 23,3945000,3238.0,2022-12-27,45.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3098152,18.0810402,3.2 km
Birger Jarlsgatan 104A ,2745000,1524.0,2022-12-27,21.0,1.0,1,0,0,0,0,0,0,1,0,0,59.3479131,18.0619993,2.4 km
Jungfrugatan 19,3375000,1068.0,2022-12-26,35.0,1.5,1,0,0,0,0,0,0,1,0,0,59.33767709999999,18.0823663,1.8 km
Kapellgränd 4,21500000,8316.0,2022-12-26,209.0,5.0,1,0,0,1,0,0,0,0,1,0,59.3163675,18.0736041,2.2 km
Liljeholmsbron 8,3820000,2202.0,2022-12-23,42.0,1.0,1,0,0,1,0,0,0,0,1,0,59.3145577,18.0335673,3.9 km
Tegelviksgatan 22,8475000,5432.0,2022-12-23,92.0,4.0,1,0,0,1,0,0,0,0,1,0,59.3115678,18.098484,3.9 km
Norrbackagatan 23,6330000,3634.0,2022-12-23,78.5,3.0,1,0,0,1,0,0,0,0,0,1,59.3430221,18.0311722,2.3 km
Hagaesplanaden 80,3100000,2610.0,2022-12-23,34.5,2.0,1,0,1,0,0,0,0,0,0,1,59.3486554,18.0368854,2.5 km
Heleneborgsgatan 30A,2080000,996.0,2022-12-23,17.0,1.0,1,0,0,1,0,0,0,0,1,0,59.3195684,18.0371996,3.2 km
Thorildsvägen 4,3300000,2051.0,2022-12-23,37.5,1.5,0,0,0,0,0,1,0,0,0,0,59.33276839999999,18.0167202,2.8 km
Torsgatan 56,4625000,2075.0,2022-12-23,43.0,2.0,1,0,0,0,0,0,0,0,0,1,59.34313779999999,18.0364817,2.0 km
Ehrensvärdsgatan 4,4170000,1605.0,2022-12-23,44.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3284032,18.0344293,1.9 km
Fyrverkarbacken 30,3520000,1070.0,2022-12-23,39.5,2.0,1,0,0,0,0,1,0,0,0,0,59.326885,18.0191494,3.1 km
Frejgatan 5 - 3 / 3 tr,10500000,4580.0,2022-12-22,139.0,5.0,0,0,0,1,0,0,0,1,0,0,59.348226,18.0618042,2.4 km
Blecktornsstigen 9,7400000,4658.0,2022-12-22,75.0,3.0,0,0,0,0,0,0,0,0,1,0,59.3077079,18.0857204,3.6 km
Grubbenstorget 2,11500000,8934.0,2022-12-22,124.0,4.0,1,0,0,1,0,1,0,0,0,0,59.33469489999999,18.0424,1.3 km
Torkel Knutssonsgatan 35,5600000,2500.0,2022-12-22,61.0,2.5,1,0,0,0,0,0,0,0,1,0,59.3170814,18.0578631,2.4 km
Grubbensringen 19,8300000,6007.0,2022-12-22,87.5,3.0,1,0,0,0,0,1,0,0,0,0,59.334579,18.0412936,1.4 km
Sveavägen 134,3245000,1988.0,2022-12-21,35.0,1.0,1,0,0,1,0,0,0,0,0,1,59.3462289,18.0545552,2.1 km
Lindhagensterrassen 27,6700000,3088.0,2022-12-21,77.5,3.0,1,0,0,1,0,1,0,0,0,0,59.3348379,18.0159288,2.9 km
Sysslomansgatan 26,2495000,942.0,2022-12-21,24.0,1.0,1,0,0,0,0,1,0,0,0,0,59.33076810000001,18.0240446,2.4 km
Slipgatan 2,4960000,2383.0,2022-12-21,41.0,2.0,1,0,0,1,0,0,0,0,1,0,59.318157,18.0271398,3.9 km
Warfvinges väg 23,6125000,1894.0,2022-12-21,84.0,3.0,1,0,0,1,0,1,0,0,0,0,59.33710720000001,18.0128415,3.1 km
Ringvägen 60,3350000,2754.0,2022-12-21,42.0,1.5,1,0,0,0,0,0,0,0,1,0,59.3086521,18.0632041,3.3 km
Hagaesplanaden 74,5200000,4031.0,2022-12-21,55.0,3.0,1,0,1,1,0,0,0,0,0,1,59.3486365,18.0371827,2.5 km
Kronobergsgatan 21,7775000,2423.0,2022-12-21,78.0,3.0,0,0,0,0,0,1,0,0,0,0,59.3334741,18.0338152,1.7 km
Grubbensringen 19,12800000,9887.0,2022-12-21,144.5,5.0,1,0,0,1,0,1,0,0,0,0,59.334579,18.0412936,1.4 km
Torsgatan 42c,6350000,3049.0,2022-12-21,53.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3410278,18.0386375,1.7 km
Kommendörsgatan 8K,16020000,8234.0,2022-12-21,185.0,5.0,0,1,0,1,0,0,0,1,0,0,59.3388435,18.0777639,1.6 km
Kellgrensgatan 10,6700000,4981.0,2022-12-20,88.0,4.0,1,0,0,1,0,1,0,0,0,0,59.3364349,18.0148709,2.9 km
Chapmansgatan 5,3100000,1297.0,2022-12-20,31.0,1.0,1,0,0,0,0,1,0,0,0,0,59.3287892,18.0326817,2.0 km
Bondegatan 33,3350000,1299.0,2022-12-20,35.0,1.0,1,0,0,0,0,0,0,0,1,0,59.31366019999999,18.084273,3.0 km
Tulegatan 31A,13250000,5048.0,2022-12-20,106.0,4.0,1,0,0,1,0,0,0,0,0,1,59.3445135,18.0598524,1.9 km
Ernst Ahlgrens Väg 7,3600000,2416.0,2022-12-20,44.0,2.0,0,0,0,1,0,1,0,0,0,0,59.33038399999999,18.0046608,3.6 km
Tomtebogatan 12A,6300000,2781.0,2022-12-20,63.0,3.0,0,1,0,0,0,0,0,0,0,1,59.3416598,18.03462,2.0 km
Tavastgatan 28,3650000,1938.0,2022-12-20,36.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3196214,18.0596416,2.0 km
Igeldammsgatan 12,4460000,3000.0,2022-12-20,48.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33628059999999,18.0255678,2.2 km
Karlavägen 20A,21000000,2035.0,2022-12-20,176.0,5.0,1,0,0,1,0,0,0,1,0,0,59.3425957,18.0682779,1.8 km
Hagaesplanaden 74,3850000,3184.0,2022-12-20,44.5,2.0,1,0,1,0,0,0,0,0,0,1,59.3486365,18.0371827,2.5 km
Sankt Eriksgatan 55A,3400000,1725.0,2022-12-20,35.0,1.0,1,0,0,0,0,1,0,0,0,0,59.3360071,18.0330267,1.9 km
Fridhemsgatan 60,6050000,2680.0,2022-12-20,65.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33583549999999,18.0319142,1.9 km
Tjärhovsgatan 52,5400000,2195.0,2022-12-20,61.0,2.0,1,0,0,0,0,0,0,0,1,0,59.31599239999999,18.0844304,2.7 km
Hagaesplanaden 80,4100000,3422.0,2022-12-19,46.5,2.0,1,0,1,1,0,0,0,0,0,1,59.3486554,18.0368854,2.5 km
Varvsgatan 14,7900000,3131.0,2022-12-19,81.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3163364,18.0405474,3.2 km
Bjurholmsgatan 37,4100000,1988.0,2022-12-19,41.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3090522,18.0810146,3.2 km
Torsgatan 25,10400000,4063.0,2022-12-19,96.0,4.0,1,0,0,0,0,0,0,0,0,1,59.338162,18.040099,1.4 km
Tjärhovsgatan 19,7380000,1358.0,2022-12-19,72.0,3.0,1,0,0,1,0,0,0,0,1,0,59.31595830000001,18.0816973,2.6 km
Sankt Göransgatan 153,2250000,1176.0,2022-12-19,22.5,1.0,1,0,0,0,0,1,0,0,0,0,59.3380237,18.0144012,3.0 km
Västmannagatan 67A,2500000,605.0,2022-12-19,16.0,1.0,0,0,0,0,0,0,0,0,0,1,59.3434004,18.0453842,1.6 km
Vulcanusgatan 13,3800000,1861.0,2022-12-18,35.0,2.0,1,0,0,0,0,0,0,0,0,1,59.33885480000001,18.0371652,1.6 km
Riddargatan 21,8500000,3354.0,2022-12-18,70.0,2.0,1,0,0,1,0,0,0,1,0,0,59.33337049999999,18.0828801,1.6 km
Völundsgatan 1,11550000,6421.0,2022-12-17,113.0,3.0,1,1,0,1,0,0,0,0,0,1,59.3378007,18.0378713,1.6 km
Pipersgatan 20,3100000,2754.0,2022-12-17,27.0,1.0,1,0,0,0,0,1,0,0,0,0,59.3309355,18.0462118,1.0 km
Rålambshovsleden 44,12850000,6898.0,2022-12-17,136.0,6.0,1,0,0,1,0,1,0,0,0,0,59.3311082,18.0220497,2.6 km
Adolf Fredriks kyrkogata 3,14300000,6534.0,2022-12-17,129.0,5.0,1,0,0,1,0,0,1,0,0,0,59.33774999999999,18.062623,1.0 km
Katarina Bangata 79,3500000,273.0,2022-12-17,33.0,1.0,1,0,0,0,0,0,0,0,1,0,59.30820359999999,18.090823,3.7 km
Västmannagatan 3,15000000,2842.0,2022-12-17,133.0,5.0,1,0,0,1,0,0,1,0,0,0,59.33580430000001,18.053512,0.6 km
Palmbladsvägen 2,6400000,4791.0,2022-12-17,75.5,3.5,1,0,0,1,0,1,0,0,0,0,59.3285917,18.0062848,3.6 km
David Bagares gata 26A,7025000,2657.0,2022-12-17,71.0,3.5,1,1,0,0,0,0,0,0,1,0,59.3372608,18.0658359,1.0 km
Fleminggatan 28,11000000,4875.0,2022-12-16,117.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3339935,18.0374474,1.4 km
Kungsholmsgatan 46,4400000,1845.0,2022-12-16,43.0,2.0,0,0,0,0,0,1,0,0,0,0,59.33226209999999,18.039893,1.3 km
Roslagsgatan 6,4300000,1491.0,2022-12-16,38.0,2.0,1,0,0,0,0,0,0,0,0,1,59.34493510000001,18.0616629,1.9 km
Upplandsgatan 47,10375000,3551.0,2022-12-16,90.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3414498,18.0494342,1.2 km
Karlsviksgatan 7,6010000,3164.0,2022-12-16,63.0,3.0,1,0,0,1,0,1,0,0,0,0,59.33033719999999,18.0284307,2.2 km
Sankt Göransgatan 153,2200000,1282.0,2022-12-16,24.5,1.0,1,0,0,0,0,1,0,0,0,0,59.3380237,18.0144012,3.0 km
Lars Forssells gata 16,9600000,4649.0,2022-12-16,108.0,5.0,1,0,0,1,0,1,0,0,0,0,59.3379091,18.0055687,3.7 km
Igeldammsgatan 14,3350000,2291.0,2022-12-16,37.0,1.5,1,0,0,0,0,1,0,0,0,0,59.3364165,18.025412,2.2 km
Sonja Kovalevskys Gata 11,4900000,2750.0,2022-12-16,55.0,2.0,1,0,0,1,0,0,0,0,0,1,59.34739889999999,18.0342315,2.6 km
Norrtullsgatan 63,3450000,1885.0,2022-12-16,36.0,2.0,1,0,0,1,0,0,0,0,0,1,59.34894569999999,18.0446583,2.2 km
Bondegatan 80,3875000,3323.0,2022-12-16,50.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3134732,18.0910438,3.3 km
Skeppargatan 20B,11195000,3541.0,2022-12-16,85.0,3.0,0,0,0,0,0,0,0,1,0,0,59.33365180000001,18.0832967,1.6 km
Fleminggatan 45,7000000,2760.0,2022-12-16,72.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33348429999999,18.0391106,1.3 km
Maria Prästgårdsgata 1A,3800000,2166.0,2022-12-16,41.0,1.0,1,0,0,0,0,0,0,0,1,0,59.3165829,18.0673931,2.0 km
Sandåsgatan 4A - Eget gårdshus,10500000,1154.0,2022-12-16,75.0,3.0,0,0,0,0,0,0,0,0,0,1,59.3422941,18.0523185,1.4 km
Samaritgränd 3,3800000,2354.0,2022-12-16,43.0,1.5,1,0,0,0,0,0,0,0,1,0,59.3163972,18.0552042,2.6 km
Tegelviksgatan 26,6420000,4898.0,2022-12-15,81.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3109699,18.0981136,3.9 km
Hagagatan 17 M,6175000,3205.0,2022-12-15,65.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3452948,18.0512959,1.9 km
Bjurholmsplan 23,2550000,1727.0,2022-12-15,24.0,1.0,1,0,0,0,0,0,0,0,1,0,59.3098152,18.0810402,3.2 km
Gävlegatan 26 6tr,4200000,2000.0,2022-12-15,40.0,2.0,1,0,0,1,0,0,0,0,0,1,59.34700350000001,18.0339991,2.5 km
Skeppargatan 11,3960000,1866.0,2022-12-15,32.0,2.0,1,0,0,0,0,0,0,1,0,0,59.3330109,18.0819211,1.6 km
Tegelviksgatan 33,5350000,4299.0,2022-12-15,62.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3121311,18.0991528,3.8 km
Ola Hanssonsgatan 3,2700000,1902.0,2022-12-15,28.0,1.0,0,0,0,1,0,1,0,0,0,0,59.3337118,18.000226,3.7 km
Ingemarsgatan 2,3950000,2387.0,2022-12-15,54.0,1.0,1,0,0,0,0,0,0,0,0,1,59.3496417,18.0581713,2.6 km
Birger Jarlsgatan 103 B,4700000,2112.0,2022-12-15,41.6,2.0,1,0,0,0,0,0,0,0,0,1,59.348001,18.0600582,2.3 km
Grev Turegatan 71,14150000,6606.0,2022-12-15,126.0,6.0,1,0,0,1,0,0,0,1,0,0,59.34199339999999,18.0803565,1.9 km
Nina einhorns gata 8,7595000,4661.0,2022-12-15,84.0,4.0,1,0,0,1,0,0,0,0,0,1,59.34780159999999,18.035247,2.6 km
Lundagatan 36B,2600000,1374.0,2022-12-15,24.5,1.0,1,0,0,0,0,0,0,0,1,0,59.3189787,18.0462903,2.9 km
Hagaesplanaden 76,3475000,2234.0,2022-12-15,35.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3485075,18.0371781,2.5 km
Kristinebergsvägen 1,3600000,2190.0,2022-12-15,41.0,1.5,0,0,0,0,0,1,0,0,0,0,59.3334839,18.0156874,2.9 km
Hornsgatan 107/Drakenbergsgatan 8,3150000,1372.0,2022-12-15,33.0,1.5,1,0,0,1,0,0,0,0,1,0,59.31604050000001,18.0420206,3.2 km
Torbjörn klockares gata 21,5400000,2347.0,2022-12-14,58.0,2.0,0,0,0,0,0,0,0,0,0,1,59.3452745,18.0355358,2.3 km
Frödingsvägen 7,3200000,1847.0,2022-12-14,34.0,1.5,0,0,0,0,0,1,0,0,0,0,59.3306431,18.0032502,3.7 km
Karlbergsvägen 57,8710000,2999.0,2022-12-14,74.0,3.5,1,0,0,1,0,0,0,0,0,1,59.3421603,18.0333433,2.1 km
Bergsgatan 27,5650000,3308.0,2022-12-14,65.0,3.0,1,0,0,0,0,1,0,0,0,0,59.3301078,18.0409287,1.3 km
Västmannagatan 99,12250000,3640.0,2022-12-14,105.0,4.0,1,0,0,1,0,0,0,0,0,1,59.3465771,18.0425372,2.0 km
Sysslomansgatan 24,2600000,1230.0,2022-12-14,24.0,1.0,1,0,0,1,0,1,0,0,0,0,59.3308815,18.0241341,2.4 km
Gävlegatan 36B,4370000,1911.0,2022-12-14,32.0,1.5,1,0,0,1,0,0,0,0,0,1,59.3481732,18.0326672,2.6 km
Västmannagatan 61 A,6200000,2353.0,2022-12-14,58.0,2.0,0,0,0,1,0,0,0,0,0,1,59.34225279999999,18.0461109,1.4 km
Lundagatan 40B,3400000,1782.0,2022-12-14,34.0,2.0,1,0,0,0,0,0,0,0,1,0,59.31875059999999,18.0453513,3.0 km
Bondegatan 24,3000000,1560.0,2022-12-14,27.0,1.0,1,0,0,0,0,0,0,0,1,0,59.312859,18.0796136,2.9 km
Fleminggatan 54,4600000,1175.0,2022-12-14,49.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3348513,18.0307284,1.8 km
Stigbergsgatan 35,7850000,2779.0,2022-12-14,70.0,2.5,1,0,0,0,0,0,0,0,1,0,59.31694979999999,18.0873214,2.8 km
Karlbergsvägen 27C,4250000,1629.0,2022-12-14,39.0,1.5,0,0,0,1,0,0,0,0,0,1,59.34218509999999,18.041769,1.8 km
Norra Agnegatan 36,5110000,1883.0,2022-12-14,44.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3324327,18.0432679,1.1 km
Hagagatan 14,10850000,3504.0,2022-12-14,87.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3451597,18.0521101,1.8 km
Norrbackagatan 25A,3695000,2398.0,2022-12-14,43.0,2.0,1,0,0,0,0,0,0,0,0,1,59.34309629999999,18.030757,2.3 km
Bohusgatan 29A,5830000,3592.0,2022-12-14,66.5,3.0,1,0,0,1,0,0,0,0,1,0,59.30707109999999,18.0814264,3.5 km
Blekingegatan 36,2850000,1177.0,2022-12-14,24.0,1.0,1,0,0,1,0,0,0,0,1,0,59.3103381,18.0742443,2.9 km
Tavastgatan 40,5320000,2897.0,2022-12-14,51.0,2.0,0,0,0,1,0,0,0,0,1,0,59.3195095,18.0578475,2.1 km
Anna Steckséns Gata 15,3900000,2526.0,2022-12-14,41.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3484803,18.0342854,2.7 km
Västgötagränd 1A,5100000,5347.0,2022-12-13,75.5,3.0,1,0,0,0,0,0,0,0,1,0,59.3139755,18.0701224,2.4 km
Hagagatan 30,7900000,3773.0,2022-12-13,69.0,3.0,1,0,0,1,0,0,0,0,0,1,59.346618,18.0510201,2.0 km
Brännerigatan 5,4875000,2822.0,2022-12-13,50.0,2.0,1,0,0,1,0,0,0,0,1,0,59.31063330000001,18.0805225,3.1 km
Sibyllegatan 42,5550000,3245.0,2022-12-13,49.0,2.0,1,0,0,0,0,0,0,1,0,0,59.3402729,18.083663,2.0 km
Herkulesgatan 24,8200000,5159.0,2022-12-13,96.0,3.0,1,0,0,1,0,0,1,0,0,0,59.3300291,18.0636894,0.5 km
Kronobergsgatan 41,3710000,2614.0,2022-12-13,36.0,1.5,1,0,0,0,0,1,0,0,0,0,59.3356545,18.0349908,1.8 km
Kristinehovsgatan 5A,2520000,1903.0,2022-12-13,25.0,1.0,1,0,0,0,0,0,0,0,1,0,59.31829949999999,18.0421312,3.1 km
Karlsviksgatan 6,3400000,1866.0,2022-12-13,29.5,1.0,1,0,0,1,0,1,0,0,0,0,59.32952359999999,18.0283116,2.2 km
Polhemsgatan 11,6900000,4090.0,2022-12-13,67.0,3.0,1,0,0,1,0,1,0,0,0,0,59.32916679999999,18.0354858,1.8 km
Polhemsgatan 28,4350000,1087.0,2022-12-13,39.0,1.5,1,0,0,1,0,1,0,0,0,0,59.3303783,18.0367108,1.6 km
Hälsingegatan 61,5275000,2650.0,2022-12-13,53.0,2.0,1,0,0,1,0,0,0,0,0,1,59.34829649999999,18.0363521,2.5 km
Sankt Eriksgatan 90,4150000,1903.0,2022-12-13,41.0,1.5,1,0,0,0,0,0,0,0,0,1,59.34156549999999,18.0383728,1.8 km
Dalslandsgatan 7,3400000,1762.0,2022-12-13,37.5,2.0,0,0,0,0,0,0,0,0,1,0,59.30921349999999,18.0747648,3.0 km
Karlsviksgatan 7,4000000,2269.0,2022-12-13,42.0,2.0,1,1,0,0,0,1,0,0,0,0,59.33033719999999,18.0284307,2.2 km
Ringvägen 158,2425000,1100.0,2022-12-13,22.0,1.0,1,0,0,0,0,0,0,0,1,0,59.30987409999999,18.087118,3.4 km
Garvar Lundins Gränd 4,4450000,1581.0,2022-12-13,48.0,1.5,1,0,0,0,0,1,0,0,0,0,59.3272104,18.0438078,1.4 km
Drottninggatan 88F/Holländargatan 9A,6800000,3255.0,2022-12-13,57.0,2.0,1,0,0,1,0,0,1,0,0,0,59.3364602,18.0606008,0.8 km
Alströmergatan 32D,2400000,1427.0,2022-12-13,23.0,1.0,0,0,0,0,0,1,0,0,0,0,59.33722239999999,18.0260703,2.4 km
Lorensbergsgatan 5B,4110000,1976.0,2022-12-12,43.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3192653,18.0334597,3.5 km
Alströmergatan 32 M,4310000,2499.0,2022-12-12,45.0,2.0,0,0,0,0,0,1,0,0,0,0,59.3371339,18.0267396,2.3 km
Norr Mälarstrand 84,7300000,3141.0,2022-12-12,67.0,3.0,1,0,0,0,0,1,0,0,0,0,59.32916239999999,18.0280981,2.3 km
Vikingagatan 11,13400000,1798.0,2022-12-12,121.0,4.5,1,0,0,1,0,0,0,0,0,1,59.34120249999999,18.0328633,2.0 km
Frödingsvägen 2,7700000,4228.0,2022-12-12,89.0,3.0,0,0,0,1,0,1,0,0,0,0,59.3312416,18.0031206,3.6 km
Alströmergatan 32S,4620000,2499.0,2022-12-12,45.0,2.0,0,0,0,0,0,1,0,0,0,0,59.3366422,18.026872,2.2 km
Atlasgatan 13,2950000,1200.0,2022-12-12,27.0,1.0,1,0,0,0,0,0,0,0,0,1,59.3382991,18.0375088,1.6 km
Fyrverkarbacken 23,2950000,2575.0,2022-12-12,43.0,2.0,1,0,0,0,0,1,0,0,0,0,59.326451,18.0211687,2.9 km
Bysistorget 6,3870000,1841.0,2022-12-12,43.5,2.0,1,0,0,0,0,0,0,0,1,0,59.3183867,18.0558599,2.3 km
Mosebacke torg 14B,3125000,1379.0,2022-12-12,25.0,1.0,0,0,0,0,0,0,0,0,1,0,59.3173049,18.0741774,2.2 km
Alströmergatan 35,3250000,2053.0,2022-12-12,34.0,1.0,1,0,0,1,0,1,0,0,0,0,59.33549679999999,18.0296582,2.1 km
Fleminggatan 40B,6800000,3727.0,2022-12-12,81.0,3.0,1,0,0,1,0,1,0,0,0,0,59.334498,18.0340322,1.6 km
Ola Hanssonsgatan 6,3260000,2532.0,2022-12-12,37.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33494109999999,18.0014304,3.9 km
Fleminggatan 81,9445000,4423.0,2022-12-12,105.0,4.0,1,0,0,1,0,1,0,0,0,0,59.33425949999999,18.0332168,1.7 km
Runiusgatan 3,5020000,3350.0,2022-12-12,75.9,3.5,1,1,0,0,0,1,0,0,0,0,59.33001689999999,18.0088178,3.4 km
Dalagatan 60,7125000,2149.0,2022-12-12,58.0,2.0,1,0,0,1,0,0,0,0,0,1,59.34323850000001,18.0444033,1.6 km
Didrik Ficks gränd 5 ,3900000,1568.0,2022-12-11,33.0,2.0,0,0,0,0,0,0,0,0,0,0,59.32475230000001,18.0688755,1.1 km
Skolgränd 1,4125000,2420.0,2022-12-11,44.0,2.0,0,0,0,0,0,0,0,0,1,0,59.32030929999999,18.0639177,1.8 km
Kristinehovsgatan 5A,3250000,2242.0,2022-12-11,35.0,2.0,1,0,0,1,0,0,0,0,1,0,59.31829949999999,18.0421312,3.1 km
Fatburs Brunnsgata 12,4500000,3393.0,2022-12-11,61.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3134568,18.0635941,2.6 km
Maria Prästgårdsgata 22,6950000,3538.0,2022-12-10,70.0,2.0,0,0,0,1,0,0,0,0,1,0,59.316177,18.062605,2.3 km
Nybrogatan 75 F,6750000,2467.0,2022-12-10,62.0,3.0,1,0,0,0,0,0,0,1,0,0,59.34059360000001,18.0807404,1.8 km
Kristinehovsgatan 5A,2510000,2156.0,2022-12-10,30.0,1.5,1,0,0,0,0,0,0,0,1,0,59.31829949999999,18.0421312,3.1 km
Frejgatan 18,3925000,1811.0,2022-12-10,39.0,1.5,1,0,0,1,0,0,0,0,0,1,59.3476237,18.0576679,2.3 km
Lundagatan 52,3600000,1839.0,2022-12-10,36.0,2.0,0,0,0,1,0,0,0,0,1,0,59.3181957,18.0430302,3.1 km
Alströmergatan 32A,3160000,1927.0,2022-12-10,35.0,1.5,1,0,0,0,0,1,0,0,0,0,59.33679890000001,18.0260613,2.3 km
Sankt eriksgatan 23,8500000,2224.0,2022-12-10,97.0,3.0,1,0,0,0,0,1,0,0,0,0,59.3313606,18.03048,2.0 km
Sveavägen 133,6000000,3820.0,2022-12-10,72.0,3.0,1,0,0,1,0,0,0,0,0,1,59.34874379999999,18.0506271,2.3 km
Bastugatan 21,22500000,6740.0,2022-12-10,125.0,5.0,1,0,0,1,0,0,0,0,1,0,59.32012169999999,18.0616718,1.9 km
Falugatan 15,3075000,2274.0,2022-12-09,33.0,1.0,0,0,0,0,0,0,0,0,0,1,59.3438087,18.0366502,2.2 km
Rutger Fuchsgatan 8B ,2950000,1525.0,2022-12-09,33.0,1.0,1,0,0,0,0,0,0,0,1,0,59.30700299999999,18.0781006,3.4 km
Magnus Ladulåsgatan 7,5450000,3077.0,2022-12-09,69.0,3.5,1,0,0,1,0,0,0,0,1,0,59.3119391,18.0605455,2.9 km
Tegnérgatan 5A,5275000,2352.0,2022-12-09,53.0,2.0,0,0,0,0,0,0,0,0,0,1,59.34032469999999,18.0644566,1.4 km
Wollmar Yxkullsgatan 52A,3715000,2170.0,2022-12-09,37.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3156863,18.0525308,2.8 km
Hagaesplanaden 76,3475000,2234.0,2022-12-09,35.0,2.0,1,0,1,1,0,0,0,0,0,1,59.3485075,18.0371781,2.5 km
Frejgatan 99,5350000,1869.0,2022-12-09,44.0,2.0,0,0,0,1,0,0,0,0,0,1,59.34327829999999,18.0415054,1.8 km
Bråvallagatan 9 B,4100000,1931.0,2022-12-09,34.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3390849,18.0347196,1.8 km
Franzéngatan 77,8600000,4535.0,2022-12-09,107.5,5.0,1,0,0,1,0,1,0,0,0,0,59.3385573,18.0051895,3.6 km
Sigtunagatan 3A,7500000,2845.0,2022-12-09,63.0,2.0,0,0,0,1,0,0,0,0,0,1,59.341029,18.0413144,1.7 km
Hagaesplanaden 74,4250000,3422.0,2022-12-09,46.5,2.0,1,0,0,1,0,0,0,0,0,1,59.3486365,18.0371827,2.5 km
Möregatan 10,2850000,1646.0,2022-12-09,29.0,1.0,1,0,0,0,0,0,0,0,1,0,59.3115554,18.0698655,2.7 km
Karlbergsvägen 76,8900000,3383.0,2022-12-09,109.0,5.0,1,0,0,1,0,0,0,0,0,1,59.3432914,18.0303586,2.3 km
Sonja Kovalevskys gata 8,6300000,3015.0,2022-12-09,65.0,3.0,1,0,0,1,0,0,0,0,0,1,59.347594,18.0345091,2.6 km
Samaritgränd 3,2720000,1478.0,2022-12-09,27.0,1.0,0,0,0,0,0,0,0,0,1,0,59.3163972,18.0552042,2.6 km
Tomtebogatan 51,2910000,1307.0,2022-12-09,25.0,1.0,1,0,0,0,0,0,0,0,0,1,59.3422678,18.0271045,2.4 km
Ola Hanssonsgatan 6,3065000,2437.0,2022-12-09,37.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33494109999999,18.0014304,3.9 km
Metargatan 9,3325000,2234.0,2022-12-09,33.5,2.0,1,0,0,0,0,0,0,0,1,0,59.30838190000001,18.0855249,3.5 km
Högbergsgatan 67,7380000,765.0,2022-12-09,68.0,2.0,1,0,0,1,0,0,0,0,1,0,59.31567349999999,18.0664715,2.2 km
Timotejgatan 4,2400000,1535.0,2022-12-09,25.0,1.0,0,0,0,0,0,0,0,0,1,0,59.3074,18.0665757,3.3 km
Ehrensvärdsgatan 4,3950000,1605.0,2022-12-09,44.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3284032,18.0344293,1.9 km
Rörstrandsgatan 42,7150000,3075.0,2022-12-09,64.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3411929,18.0279566,2.2 km
Surbrunnsgatan 50,16500000,4114.0,2022-12-09,167.0,5.0,1,0,0,1,0,0,0,0,0,1,59.3446265,18.0538877,1.8 km
Råggatan 8,3500000,2159.0,2022-12-09,37.0,2.0,0,0,0,0,0,0,0,0,1,0,59.30722189999999,18.0678969,3.3 km
Hornsgatan 149,3720000,2294.0,2022-12-09,41.0,1.5,1,0,0,0,0,0,0,0,1,0,59.3149799,18.0329214,3.6 km
Sankt Göransgatan 85,4950000,3192.0,2022-12-09,50.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3338408,18.0267394,2.1 km
Humlegårdsgatan 11,19500000,4086.0,2022-12-09,145.0,4.0,1,0,0,1,0,0,0,1,0,0,59.3364491,18.0761802,1.3 km
